25,2,86
132,3,86
175,1,75
55,2,90
11,1,83
119,3,88
171,1,89
79,1,91
148,2,89
124,1,83
124,1,82
12,3,83
200,2,85
112,1,86
39,3,84
147,3,88
189,2,80
21,2,83
139,2,88
40,2,87
96,3,92
168,2,94
187,3,95
85,1,80
20,1,90
38,2,88
190,1,92
62,2,75
141,3,95
51,3,78
85,2,90
59,1,79
110,1,75
6,1,80
140,3,94
155,2,87
77,1,90
163,1,89
110,1,83
174,1,79
95,3,84
57,1,81
130,1,94
144,2,87
174,3,93
98,1,82
37,3,95
88,2,92
97,3,86
119,1,83
126,2,90
5,3,85
130,2,81
80,3,89
72,3,87
61,1,84
14,1,80
180,2,88
20,3,88
189,1,82
70,1,88
138,3,85
200,3,88
41,1,81
148,2,87
179,2,87
79,2,86
76,1,84
173,2,81
183,3,94
47,2,78
143,3,76
160,1,86
94,3,87
149,3,80
198,1,79
13,1,82
50,3,82
150,1,86
156,2,89
2,3,83
36,1,79
103,2,92
42,1,83
169,3,83
66,1,90
39,2,88
133,2,92
41,2,81
111,1,87
157,1,88
183,2,89
2,3,82
152,2,86
164,2,80
146,2,80
95,3,79
98,2,89
95,3,86
111,3,84
42,2,86
126,2,82
122,3,96
197,1,86
89,1,85
12,2,82
107,3,84
195,3,87
71,2,86
115,1,86
50,3,88
98,2,86
16,1,83
167,2,83
191,1,85
105,1,73
141,1,84
5,3,85
76,2,74
170,2,80
115,3,90
33,1,89
18,3,91
52,1,83
133,2,83
168,2,82
87,3,77
152,2,81
363,4,90
285,6,92
234,4,93
237,6,84
399,5,92
285,4,95
379,4,87
389,4,87
305,5,87
340,6,91
237,4,88
258,4,90
351,5,89
207,6,86
375,6,86
318,6,90
282,4,84
338,5,89
330,6,82
244,5,92
336,4,88
315,5,88
377,6,84
321,4,92
283,6,93
378,4,91
302,4,85
223,5,84
372,6,87
304,5,89
232,4,93
274,5,83
338,6,88
382,4,86
318,4,90
202,6,88
391,4,92
361,4,94
283,5,84
326,5,86
266,4,87
284,6,87
253,5,93
375,6,91
339,5,88
343,6,86
265,6,89
225,6,90
282,4,89
350,5,86
297,4,90
250,6,88
321,6,91
383,4,91
233,6,89
299,6,82
389,6,84
396,5,89
335,4,89
211,6,93
293,5,91
208,5,88
210,5,86
339,5,86
371,5,86
377,5,82
297,6,86
219,6,89
345,4,94
326,4,86
364,5,84
378,6,85
363,4,90
202,4,89
245,5,90
274,6,86
214,4,91
383,4,87
394,4,83
212,4,88
213,4,93
261,6,91
342,5,89
362,5,90
325,5,93
250,5,87
338,5,87
308,4,84
224,5,90
318,5,93
359,5,87
334,4,88
204,6,86
339,4,83
260,6,86
219,4,88
360,4,91
321,4,90
347,4,86
234,6,89
302,4,86
324,5,88
330,4,91
219,5,89
271,6,87
363,6,88
338,5,92
268,5,89
384,5,87
368,6,87
235,5,88
372,5,92
294,6,91
235,4,87
206,5,85
261,4,82
302,6,94
328,4,86
235,4,91
316,6,90
311,5,87
342,5,91
295,6,84
317,6,86
254,4,85
373,6,84
318,4,88
218,6,78
268,4,86
256,4,92
230,6,87
343,6,89
251,6,85
381,4,90
364,6,88
347,6,88
274,5,90
269,4,89
393,5,91
350,5,97
227,4,90
214,5,83
208,5,84
276,6,88
386,6,87
316,5,85
372,6,89
300,4,85
247,6,90
223,6,86
283,5,91
316,5,85
350,6,92
319,5,83
230,5,88
318,6,83
278,4,89
304,6,92
357,6,83
214,5,87
268,6,82
400,5,89
290,5,89
329,5,96
258,4,85
296,5,90
392,5,89
325,5,93
299,4,90
313,5,94
228,4,85
281,5,85
233,6,91
217,6,89
379,6,84
343,4,88
287,4,90
290,5,86
209,6,90
301,4,88
291,4,90
300,4,89
222,6,88
336,4,89
344,5,84
353,4,86
250,4,91
346,4,85
299,4,86
306,5,85
212,4,88
227,6,89
299,5,83
261,4,86
289,6,91
322,4,92
253,5,90
293,6,91
313,6,91
352,4,86
259,6,87
283,5,86
221,4,85
304,5,86
318,4,88
228,6,81
245,4,86
214,4,88
240,4,88
206,6,92
389,4,84
260,6,82
390,4,88
329,5,89
219,6,87
231,5,92
393,6,86
215,6,92
283,4,90
206,6,90
265,5,88
225,4,85
211,4,85
263,5,91
307,6,90
288,4,91
334,5,88
341,5,93
296,5,97
264,5,84
350,5,87
230,6,91
318,5,83
362,4,89
385,6,87
352,5,89
317,5,90
223,4,84
206,4,80
226,5,83
341,5,86
273,5,85
340,6,88
240,5,93
350,4,90
265,5,85
207,4,91
253,4,85
332,6,88
257,6,84
291,6,91
212,4,84
391,5,88
281,6,83
346,4,89
276,6,89
336,4,92
218,6,87
291,5,95
277,5,84
357,5,86
242,4,92
351,4,90
230,4,91
308,4,87
259,6,85
275,5,90
278,6,85
283,5,88
202,4,85
280,5,90
333,4,85
260,4,88
281,5,87
260,6,89
216,6,86
284,5,92
231,5,85
301,4,90
311,5,89
296,4,80
351,5,86
309,4,86
375,5,87
346,5,92
343,4,90
288,4,90
226,6,89
234,5,90
376,6,89
211,6,93
363,4,87
382,6,89
322,4,85
251,6,88
384,4,88
361,6,83
265,5,89
389,6,89
240,6,88
370,6,88
326,6,92
398,5,87
356,6,87
332,4,88
353,4,83
335,6,92
307,6,87
251,4,90
301,6,85
307,4,91
346,4,89
340,6,90
390,6,86
329,4,88
281,4,87
377,4,95
235,4,93
294,5,87
295,4,90
260,5,88
323,6,90
260,5,91
321,5,87
264,5,87
335,6,87
267,5,83
287,6,84
280,6,90
202,5,87
260,5,85
232,5,82
307,6,87
209,5,89
396,4,91
262,6,91
201,6,89
377,5,89
266,6,92
248,5,86
340,5,83
217,5,87
387,5,87
208,5,90
360,5,88
395,4,85
225,5,86
358,4,87
221,5,86
204,6,83
219,4,83
207,4,90
207,4,85
236,6,90
306,6,87
252,6,89
339,6,88
399,6,86
368,5,92
204,5,92
233,4,94
273,6,92
293,4,95
304,5,90
364,4,88
201,6,90
227,5,91
298,6,86
385,5,89
275,4,88
242,5,91
334,4,88
261,6,88
282,5,88
347,5,85
270,4,94
294,5,89
396,5,87
314,6,88
367,5,86
261,6,83
281,6,86
281,5,87
211,5,89
338,4,84
209,4,89
309,6,88
369,5,87
204,6,80
259,6,90
212,4,92
340,5,86
227,4,88
317,4,88
359,4,90
389,5,87
309,5,89
295,5,91
343,6,91
261,4,90
201,5,86
270,6,88
392,4,90
211,5,87
322,5,87
368,6,91
214,4,89
368,6,89
278,5,86
351,6,85
227,6,89
342,4,89
216,5,82
274,6,85
273,6,92
341,6,89
289,4,88
302,6,89
312,4,93
393,5,87
361,6,81
340,6,86
393,5,90
289,6,83
308,4,89
325,6,87
311,5,92
347,6,90
376,4,85
227,6,90
282,6,89
281,6,86
248,4,88
346,4,88
206,5,89
385,5,91
249,5,89
204,4,89
237,4,91
332,5,89
397,5,87
264,4,84
305,4,88
397,5,84
376,4,91
278,5,94
282,5,89
275,4,90
371,4,86
380,5,91
334,6,86
244,6,90
304,6,84
317,4,85
229,6,90
308,5,83
304,4,88
306,4,89
333,6,86
227,5,85
236,4,85
359,6,89
317,5,91
300,4,83
293,4,86
320,4,90
369,4,86
371,5,85
371,5,87
209,4,84
366,6,86
286,4,90
320,6,85
352,4,87
355,4,88
354,5,91
290,6,89
277,6,84
285,4,88
378,5,87
335,6,90
392,4,86
363,6,87
352,6,87
353,6,87
241,5,88
308,4,86
217,5,89
301,4,89
329,6,82
382,4,85
261,5,94
333,5,91
399,6,87
255,6,87
339,4,85
323,5,84
319,5,87
328,5,93
377,6,90
446,8,81
485,9,83
586,8,87
492,7,80
410,9,83
555,7,90
448,9,78
431,7,88
587,9,74
486,7,84
580,9,92
548,7,83
423,8,85
487,8,73
504,9,82
570,7,89
425,9,87
576,7,82
582,8,80
435,8,81
432,8,86
503,9,96
457,9,85
472,7,80
498,9,75
470,7,82
416,9,82
503,7,83
412,7,85
577,9,74
487,8,77
569,7,88
500,9,86
545,7,86
441,8,79
417,7,79
588,7,87
533,8,84
585,7,89
539,8,86
569,8,83
426,8,87
499,8,85
449,7,86
448,8,84
543,9,76
571,8,89
535,7,88
559,8,90
461,8,90
527,7,78
431,7,86
549,7,79
560,8,84
582,9,81
479,7,87
594,7,88
483,9,74
600,8,81
486,8,74
430,9,76
468,8,86
432,9,84
441,9,83
443,9,80
545,9,82
572,9,81
578,8,81
554,7,83
466,7,86
422,9,84
542,7,81
428,9,87
489,9,82
546,8,83
459,8,83
560,7,86
582,7,85
542,8,83
422,8,85
494,7,83
474,7,81
502,9,79
531,9,82
527,8,79
499,7,87
542,7,84
554,9,75
495,8,78
538,7,84
449,8,89
462,8,85
443,9,87
554,8,83
585,8,84
428,9,79
438,8,84
413,7,80
479,8,77
521,9,88
488,7,90
470,8,81
441,8,77
582,9,85
421,8,84
445,8,79
512,7,84
527,9,77
532,9,77
546,9,89
445,8,87
554,7,75
417,7,81
597,7,93
535,7,89
444,9,89
435,9,87
445,8,80
544,7,88
450,9,83
427,9,80
416,7,77
417,8,77
419,7,75
508,7,79
452,9,72
556,9,72
401,9,86
425,8,77
502,7,85
569,8,83
561,7,88
425,7,88
405,8,81
488,8,75
582,7,89
569,9,80
413,8,80
575,7,86
410,9,83
421,7,82
453,7,89
592,7,89
457,7,73
546,8,81
580,7,84
416,9,79
532,7,76
449,9,75
598,8,88
479,7,92
446,9,79
560,9,83
564,9,88
508,7,89
458,8,83
539,8,77
497,8,71
507,8,74
575,9,88
437,8,85
535,8,82
446,9,91
556,8,82
464,7,89
591,7,96
490,8,79
409,7,88
567,8,92
531,7,83
405,9,82
408,8,79
510,8,86
526,7,86
491,8,87
522,9,78
444,7,83
598,7,83
481,7,79
452,7,88
514,9,86
538,7,81
489,9,91
443,8,84
435,8,84
412,9,80
421,8,88
526,9,88
505,7,80
552,7,82
490,9,81
455,8,88
491,9,88
543,8,91
576,9,81
432,9,85
568,9,84
588,7,80
482,7,91
552,9,83
594,7,78
458,8,84
588,9,80
485,7,82
469,8,85
501,7,84
448,7,85
543,7,91
489,9,90
478,9,81
410,9,93
460,7,82
444,8,92
505,7,77
522,8,81
439,9,88
431,9,83
556,7,85
517,7,77
433,9,83
541,8,90
542,8,81
402,9,80
514,7,79
520,8,82
503,7,79
600,8,79
490,7,79
427,9,86
468,7,86
459,7,89
540,8,84
503,8,78
591,9,76
558,8,81
443,9,91
451,8,90
510,9,88
461,8,81
485,9,76
557,7,75
527,9,83
497,9,92
491,9,88
422,8,82
527,7,81
509,7,82
456,9,89
511,8,79
535,7,91
464,8,85
451,8,82
573,9,72
510,7,81
419,7,80
598,8,90
478,9,71
403,7,80
546,7,76
557,7,83
455,9,85
550,8,89
578,8,82
469,8,90
427,8,75
424,8,81
529,8,87
417,7,92
540,8,83
528,8,70
429,8,79
559,9,85
443,8,89
532,7,84
490,7,82
510,7,92
413,9,82
510,8,93
433,8,85
589,9,76
461,8,80
493,8,85
543,9,83
511,9,76
409,7,83
498,8,96
550,9,85
467,9,81
593,8,97
559,8,86
589,9,89
449,8,86
559,7,85
532,7,89
572,9,82
548,9,85
563,8,83
567,9,78
589,7,92
477,9,81
504,9,90
481,9,88
544,9,82
463,9,84
492,7,83
567,9,82
417,9,79
471,7,87
528,7,81
472,8,73
597,8,84
562,7,90
554,7,74
525,9,76
463,8,85
423,8,78
424,8,80
544,9,85
597,8,84
566,9,81
555,8,81
526,7,83
518,9,89
523,7,86
436,7,84
539,8,88
562,9,81
560,9,83
498,9,78
591,8,77
418,9,91
502,9,88
526,7,87
574,7,88
492,9,95
466,7,90
512,7,85
426,7,83
518,8,84
447,9,83
430,7,80
453,8,82
506,7,75
579,8,87
561,9,82
444,7,77
548,9,80
473,8,78
555,8,83
502,8,85
539,9,82
475,9,78
493,7,76
595,7,83
458,8,86
463,7,92
570,7,84
427,8,80
473,8,81
507,7,82
430,8,88
460,9,80
484,9,74
493,7,82
438,9,78
476,9,76
474,9,78
487,8,78
440,8,80
446,8,87
464,7,90
453,8,81
492,8,79
442,9,79
436,9,82
585,8,85
456,7,82
418,9,78
493,7,77
488,7,79
561,8,84
411,8,82
438,7,73
532,8,82
571,8,86
488,9,82
561,7,91
468,8,93
560,7,84
448,7,86
401,7,80
565,7,77
425,7,86
574,8,79
497,7,91
485,9,84
590,9,81
427,9,72
534,8,87
520,9,83
403,9,86
586,9,78
415,9,79
483,8,89
518,8,76
598,9,90
598,7,86
545,8,86
531,9,92
505,8,83
457,7,87
455,7,84
503,8,76
573,7,89
475,9,84
501,9,87
491,8,82
412,7,78
496,7,76
493,8,84
434,7,82
547,8,82
490,9,85
480,8,83
573,9,97
420,7,84
532,9,85
458,9,85
404,8,85
573,8,87
464,7,72
563,9,79
404,7,79
471,9,85
522,9,84
445,7,77
469,9,92
469,9,79
581,7,82
561,9,89
476,8,77
401,9,83
589,9,89
565,7,78
480,8,83
514,7,86
435,7,84
465,7,92
489,9,89
523,8,88
575,8,78
595,9,86
401,8,85
484,9,83
538,9,89
417,9,89
561,8,87
442,9,76
494,9,89
581,9,70
416,7,85
438,9,73
445,9,71
505,7,76
538,9,83
545,7,74
581,9,86
525,9,88
527,8,87
444,9,83
557,8,86
534,8,85
548,9,84
537,7,83
516,8,86
563,7,84
521,7,76
545,7,87
519,7,88
525,9,92
465,8,98
433,7,85
484,8,83
541,7,79
559,7,90
423,9,76
526,7,83
526,9,85
429,8,79
431,8,77
520,9,81
559,8,84
541,7,82
581,8,84
519,9,84
437,9,82
537,8,73
569,8,77
492,9,91
424,8,88
